LABEL,TEXT
1,cool know anybodi      bunch  would happi know  talk yoga
0,thing pictur   tuck back
1,enrol  probabl part late  pleas give unit subject
1,twitter well least think   thing eventu
1,woofwednesday
0,anoth earli
0,parent hous
1,gone  east might  hope foot stay
0,know devast  littl   someth
0,want  befor come  campu  sold  camera
1,wonder birthday  year month away
1,ooooo    jealou
1,give chanc   shorten servic
0,horribl blanket  becom  tissu
1,screw papparazzi asshol beauti alway make laugh daili
1,bomb  thank much   wait indulg   cake ammmaz alreadi gone
1,home park clean room happi
1,woke    want relax  befor  work thing
1,happi birthday grand
1,miss
0,sick
0,bedsid without anxiou count second  portland tomorrow
1,pass bodi  tissu dont
0,meltdown  ashley forc hood anton brown  final
1,thought  play bring back childhood memori think though
1,realli want  star trek  parent third time
0,dont want pack
1,went bowl cousin jean natali made complet fool ourselv haha natali  embarrass mission accomplish
0,spongebob also creat soda hour join radio  stalker radio webb unfortun
0,sorri hear   sound good
0,want twithug
0,woke nightmar
0,mess  copi file server     instal  ubuntu still learn
1,yeah  need
1,fail sigh need effort  hard word
1,answer like quilm  haha
0,thing anoth hate life right
0,complet pain  instal stuff take long
0,live someth wrong  front   must hurt long  today
1,today  pretti good  hardi   butterfli
1,watch seinfeld sweet perfect  birthday
0,glotto earli
1,david  first kiss well accord   eeeeee
0,miss laptop alreadi     till friday  cousin comp meantim
0,readi school   find jumper
1,
1,thank much   know  account veri nice
1,love   aviat
0,realli miss  love
1,witty witti bavarian disneyland
0,espn show georgia kentucki game last year forgotten heartbreak
1,shine almost weekend life great
0,poor  sick pray
0,adelaid could  find anyth open past
1,realli wish could gotten sleep leav ocean citi thank lord rain
1,news   coffe  back work
1,comedi good luck friend
1,also choic winter
0,ladi  broken  site           sidekick   know work
0,woke late
0,feel  taken advantag
0,rain stop pleas
0,take brother  game  look youtub planet premier thing  today miss
1,sleep tough revis night
0,apolog clear befor
1,stub background  reckon bout purpl checks   guys twitter
1,ever fanci  back blond
0,well
1,place come togeth nice  neighbor friendli  pool downstair could
1,helen great
1,onli  someon bring justin richard along
1,lincoln  play
0,work drama everi  come past  month serious wonder
1,mmmm natur chri
1,haha sometim mobil make  slave  advantag
1,breakfast mario
0,finish essay
1,aliv  last night still recov
1,watch hannah montana minut
1,clue seem  extrem even
1,mayb  depress  archiv winter guess
1,jacki
1,certainli gift feel everyday connect feel amaz onli  better right
1,told
1,taken
1,tweet morning night
1,awesom jewelri
0,brooklyn  hard longstori short   windi
1,drove  back coffin summer   earli today  live today
1,hope  well sure fine
1,away
1,yeah great think hear year come
0,back kill
0,curli hair straight mayb   curli homegirl lara bowl parti friday  want someth
0,yeah releas  info look  train went   follow
0,gold leaf sticker promo case
1,good hungri final never  breakfast
0,belong taylor swift song life
1,stick
1,long thought would bubbl moment
0,head toward weekend
1,made pretti awesom   shirt jason
1,battl hobbi game carcassonn church lunch  afternoon
0,grade school everi morn  countri
1,thank veri much
1,thank
0,channel hotel     live
1,honorari game like hack pass split cloth actual honorari reopen gener
0,leav
0,disappoint  mini pool suck never  upset
0,work fine
0,smoker suck even outdoor still stink wors  shit  program fuckwad quit
1,dive bomb  close nest learn hard
1,shell love base
1,agre
0,mmmm mean
0,friend torah look forward come lexington today meet    brake
1,child class time learn respect teacher homework
1,video
1,sunshin take long ride  bicycl
1,veri busi show tomorrow tour   life
0,hate  improv softwar   version trust  mastercook ugli useless bloatwar instal
0,sorri hear terribl
1,realli onli week feel like much longer  well babe still amaz sinc
1,posit would  lean chair fuck  back  chair  ride backward
0,headlight went   chang offici headlight changer longer speak sigh tear
1,watch charli bartlett  good
0,sorri bout craig hope feel better  cough hobbi cold plane recycl
0,wander typo anyway realiz dress like  show
1,graduat
0,hope catch  today self  tonight think
1,good morn mama happi mother  mimosa delici branch
0,night tonight playoffbeard
1,icon galleri instal moment light speak
1,mizushima hero   improv look better hand   ikta tomb still best cute
0,purs stolen  last night total ruin  parti
1,stupid  mostli facebook mobil   exist
1,welcom thank follow veri respect tweet enjoy
1,amateur radio exam transport  plan next month
0,wish
0,gone week lost   mous knew  would  good  buri
1,good morn hope  great aaaaaa
0,also demo system  peopl last night neighbour round record time warn tonight poor
0,paranoia  bodi
0,sorri rain hope clear still swim
1,photo  danc music
0,sorri previou tweet  none
0,thought  differ
1,rememb last time  till total worth though great night
0,comput  return home monday suppos good news realli want
0,peril plung ghostrid  close
0,know told didnt want stay home  realli want stay home
0,onli love sideman seri watch spanish hombr arena babi   make tild blackberri
1,last night  even better anticip   pair
1,morn happi birthday mammal love
0,babel  gross    today realli  feel like
0,hurt
1,realli leav flat lookout lunch fanci  stroll dunno  well
0,write sleep work well
1,notebook fantast movi  asham watch
1,yesterday parti  amaz back premier movi  realli funni
1,love   dougggg    sweet togeth
0,took warm   sleep
0,depress realli need someth hate stay home anyth
1,weekend   hannah montana  second time haha
0,jeep crazi make think  right either thief loser either
0,much money
1,love
1,check annual check sight  improv
0,shell twitter  told hope  away
0,lose anoth icon thought array fawcett
0,feel wonder studi hurt probabl  sleep soon hour work  tomorrow grad parti
0,everyon  cool pictur  mine itun feel uncoool
0,want  hope  good time sure
1,lola dont worri wont
0,never answer phone
1,morn pitch  userid back stupid twitter
1,
0,home franklin street almost jump fire someon kick befor could jenni lost shoe
1,watch
1,chill good coupl  nois
0,note
0,come americana
0,issu airwav  drop essenti  damn hayfev bright side shop joey
0,kinderjoy  ugli
0,great first   rain
1,commit button configur permiss edit  commit would good
1,friend happi
1,subway
1,watch season  hill hair makeup  readi  love
1,best sleep ever well miss dover  saturday night  absolut sampl  though sunshin  adam soon hope
1,late night tonight    realli like cherri  cream   didnt know  call
0,care pray forest today love postcard fridg good remind
1,cool work vita  beauti area last saturday
0,miss onli   sinc  dont  realli
0,hear sound like
0,circa
1,well  knit mileston good luck look forward  done
0,hoppusday longer import swine
0,feel like woke dead
1,love  wake  wast talk  need help think need  drink soon love
1,good morn everyon head work tweet later  exam result went yesterday
1,work chamber commerc document happi boot
1,finish design poster someth  upload  find hire
1,slide    factori  coffe
0,realli make feel confus tire hair    feel right  realli cold harmless person
0,hope shia  dont leav twitter
1,rest well  fluid
0,
1,better inland must prime  spot
1,qualiti wolverin stream onlin need download  watch
0,danni  evil   pleas   requir much  love
0,readi weekend miss boston celtic
1,hair rebound  haha
1,hello
1,pray hope okay
0,homework take forev  tomorrow  help  hour submit  question
0,sting
0,direct throw wicket pakcricket
0,follow
1,vara monopolyä  monopoli game
0,talk sorri confus
0,want  geographi
0,morn  pour didnt waterproof coat make wors hors blanket isnt waterproof  soak
1,finish watch twilight first time cant wait watch  moon  definit   moon book
0,ooooooooooo jade found  made  thing  follow   xxxx
1,yeah thank good weekend
1,hope
1,enjoy sunshin nice
1,wait watch wing hour movi award pathet look forward year long
1,ticket fashion week
0,awesom scarf dinner  hand veri import
1,play summer show least play   song wonderland rout play
0,feel good  food
0,never broken bone must suck
1,could follow would awesom
1,ubertwitt better slater better cours workexpress
1,took best  everrrr
1,realli pride ourselv product support testimoni speak
0,blog offic   huge empti
1,like   enjoy  stripe
1,well miss emmett usual alway  hunt without
0,realli hope find black   franc
0,bake store fail  even exist drove  traffic address
0,realli kind weird viral
1,love commerci
1,basebal   stand watch home  stadium total differ matter
1,stop roll
0,troubl default
1,special tour date myspace
1,turn  lava lamp mesmeris pink alway  silver glitter  bonu
1,awesom
1,huge server cabinet full  swapp drive arriv warehous  week veri modern thank
0,book  realis  never tweet feel left valley
1,local favorit spot xito
1,dont channel  contribut soon would like watch
0,sore throat
1,knock cake love cake heroin preciou  ladi detect agenc
0,work
1,miya gorgeou race  presenc today mani  miss
0,sinc      come either  sinc    love ohio
1,must pretti   nice
0,much drama
1,algebra exam tomorrow paramor doubt concert
1,cricket  till  comment blog glad final someon talk
0,serious  enough
0,soekarno hasta airport jakarta  damn
0,happi   soooooo confused live
0,afraid  work show kind thing like watch truth told
0,joel right epic fail movi yyyi
1,business pleasur love
1,fail
0,friend wont never know much love
1,hank   price  love
0,late bubbl game unless  kinder  past
1,thank jason great
1,watch camp rock millionth time
0,left veronica left    would  like give ride school pleas
1,fring look great
0,safe journey  friday current  room keep sing karaok
0,know darwin sorri wish need make everyth right
0,meet tomorrow  boriinngggg
0,wait wake haze
0,anim hospit think brandi broke foot
1,bout time lame  good tweet allllll
0,stress last exam
1,wonder  notic
0,japan noon
1,dump partner
1,breakfast  pete beach   babi
1,thing happen
1,serious want tell  girl leav alon friday   want  involv thought theater
0,appreci unfortun link  work
0,airport   morn
0,server busi  yada next  grumpi
0,begin suspect  phone  faulti batteri
1,hope  sell stuff final gave hope
0,home last night hospit  long week hope dont  back anytim soon
1,spend qualiti time babi niec hail bailey love much bright
0,marcu dinner havent  feel like fatti
0,castl  cancel
0,chill  buzz hous    home bout       want  water fight
1,brows thru twitter   although  actual
1,upload rest  flickr websit check
0,feel littl
1,follow chri crocker
0,jealou
0,think spoon sick
0,thing happen time real annoy
1,happi anniversari believ year alreadi
0,mood slip someon someth nice
1,funni night intens  dodger
1,finish wash  help babi
0,peopl     much batteri
1,follow sorri troubl
1,thank  still unedit
1,loss
0,youtub mainten back shortli world
0,click link expect  pictur facebook someth
0,
1,kind found flat  chanc live  weather gorgeou
0,tinytwitt  want work mobil
1,word describ
1,bedsid onto
1,longer care circumfer circl find miss angl studi leav good
1,love hate
0,readi work jason   even  feel good
1,work almost done schooooool final
0,move earli tomorrow morn want sleep
1,
0,today  best friend birthday biggest amount coursework
0,seem like long time    work tonight xxxx
1,come follow
1,brazil tomorrow
1,thank mani work
0,neck hurt
1,alreadi known  miss  babygirl havana
0,like  sent yesterday
1,like     haha multipli
1,spirit share
0,amaz weekend summer class start tomorrow
0,hope headach stop befor   sleep  rememb  seem   late
0,turn right download wont work
1,carolin thank follow thank blog post  read
1,name  togeth perfectli also thank free track  chanc   late discotexa
0,poor brother    shirt beer towel freez cold
0,awak   earli awak  hangov last night
1,favorit band
0,extrem bore
0,outsid ebay auction
1,thank
1,dream  lanka girl came exchang student  unbeliev close went back  lanka
1,woke nobodi  home  chocol cake breakfast
0,chang pictur
0,work  footi bicentenni time work
0,wish could order chocol deliv like pizza chocol  chocimo babi
0,onli allow  usabl address  contact
0,sleep
0,wrist hurt
0,bewar never  anyth  circutc horribl  warn
1,feeeeeeeeeeeeeel pretti darn good
0,offici sick  morn woke stuff good consid week ahead
0,mini hospit
1,worm birthday today
1,come witti intellig question
1,earli entri concert exclus stuff yeah
1,hope love even  surpris
1,yeah    album great
1,okay huge thunderstorm  amaz
1,anyth learn  posit faith sometim clariti come  least expect
1,congress enjoy weekend
1,sleep   back haha
1,hair tomorrow colour answer postcard
0,veri
1,need crap good night speak  tomorrow
1,jess barrier  cover contest check
0,sorri complaint  want
1,start layout code tomorrow
0,spend   leav next week take babi
1,sure   worri happi
0,church  involv  call  thru christ would   need shelters food bank
1,realli stalk short stack well kind come perth panic live mile away
1,morn thank like
0,sound great right ridicul  hous
1,serious want debut right eeeeee
1,rememb sandi homestead
1,soon state  back      alreadi said    alway      seen
1,cheek    music might   around
1,thank soon
0,work tweet    recommend   need  comput
1,must hard  work bakeri live bakeri  hope work   fast
0,sorri fill experi   good  contact  websit  london  make sure data base
0,think forgotten mention peopl video
0,griev though griev caus suffer
1,coffe cooki readi
1,haha enjoy sure bout  brownish made amaz bake togeth sometim
1,
0,turnoffword crappi ipod speaker
0,dude suck total didnt  carv
0,london   guys sinc lucki friend
0,morn need mile    tire
0,good morn everyon cook kitchen today mine still paint cook
0,sorri hear   week  friend
1,swim
0,brother veri bore
1,tran alot
1,like first time seen luke  nice  good time
1,haha twilight trend topic must admit didnt mind book though
1,wave good night love friend  hope sweet dream sweater
1,sash  woke earli everyon still asleep   ride  coffe
0,sigh alpha male gone
0,differ reason
0,forgot acct  protect guess  wont  repli know     suck
1,schoooool look forward school trip
0,work head cant  twitter work phone
0,need comic relief  done suck mood site
0,write good song  write song dont  anywher sound  haha
1,think
1,hero parti travi kill
0,book  meet befor lunch know mean overrun  late hungri today well
1,said someth bring  somewher lack keep twitter
0,statusnotifi   work
0,tweet sayyyyyyyi
1,knew  close  realis went past meet almost month  tweet
0,bank holiday mean  forgot latim
0,feel snarki today wake minut earli starbuck white mecha noth ipod want listen
1,haha  back  mono bitch christi
1,hello twitter
0,watch insid live save miley cyru break nick    news  angri
1,thank kara realli hope help tweet morn
0,hurt paul come home
0,announc receiv phone call text phone suck pretti much grid veri  email
1,thank think wrote someth everyon
0,realli    pool today work
1,come round
0,think everyon   gone
1,problem like said respond   didnt  anyth talkin
1,good call
1,malle much closer maria alic ever worri
0,last  school
0,worri  glad     pray injur kill
0,think afford  iphon  squarespac today
0,thirti lazi   someth onli beer
0,noth listen music   sleep
1,back  happi darn hard tweet  mobil phone thank reliabl snap
0,donat blood  saturday bunch friend afraid needl blood onli time  realli sick
1,great realli busi past  cant stay long either
1,cute dress norwegian flag
0,think  sick
1,final road test
0,test
1,morn realli good dream great morn
1,well done  believ  call gold star
1,know  great
1,sleepi  alway nice  night  slip sunday mmmmmmmmmmmmmmmm   «
1,took back scratch
0,josh    becaus   soon
0,watch magic lose
1,favorit sandwich right babel smoke salmon paper cream chees also good alfalfa sprout tomato
1,suit thing know
0,yeah
0,home shoot jennhoffman  stop need      complainnnnn gray
1,footi winstanley beat brother record polici onli catch  cook food fall fridg
1,forgot tweet think ador jacob like disney channel
0,dummi hurt  right
0,need vacat  time want
1,rather  lake haha  teach  swim know  sooooooooo slow
0,sick issu happen peopl stuff  life lead
1,thank mike
1,lunch befor moment check
0,
0,gray
1,thank great time certainli  enough cupcak well
0,
0,dream last night lost follow
1,dont walk text trip  stair  still great
1,thank tweet
1,time
1,yeah  swap saturday night well work better keen
1,norton
1,feel like cook tonight drill chicken breast lemon pepper reason veget dummi
0,wait ignor contest alreadi
1,might  anoth  soon
1,bright sunni  lunch  friend look forward life good
0,french voodoo know land haha abandon   colleg
1,
1,taken coffe
0,miley delet  pleas    promis  annoy  much pleas
1,love drink  famili without find
1,miss  stat area drive hour call still call    bridg cross
1,valu
0,tonight kind lame damn friend fail tomorrow today hope much better
1,mate check pass drink xbox take away
0,sorri still school  summer
0,friend went home hous
0,wish live call could gone movi award
1,look copywrit wish knew code html
0,ohhhhhh
0,back  thing devic stop respond issu pair still  stuck sync screen
1,next week send invit unit
1,tell yeah  shittiest venu exist juli
1,love north jersey earthquak tornado hurrican come park
1,good morn state play  terrif last night russel crowd  veri good actual  check
1,nick said would come well
1,total  monarchi affili  long weekend babi
0,miss alexi molli
1,would stuff like chicago     take
1,upload publish studio work last night pleas visit simpletownusa  link health care thank
1,think enjoy histori exam much  fish chip shop jodi  jordan catherin
1,final figur twitpic  upload send   think right
0,footbal
1,sure heap peopl   find
0,good   listen hotel radio listen  player tomorrow hope
0,feel  onli  follow must bore
0,thanks dont know courthous  either learn though  twitter stole  hate
0,like work much today
0,poor tucker need catch
0,jack keep great american patriot alway want meet never
1,ladi gentlemen arriv
1,morn look clock  still morn
1,meet  weekend tellllll
1,breakfast time
1,clean makeup
1,glass
0,fine
1,thank kindli daniel
0,sitter hous watch video leav  diego miss babi love    need
1,french toast sound dummi
0,buffet  classmat   separ surpris   teacher wonder semifin result
0,restless night sleep  cheesecak
0,tothach need  dentist  scare haha
1,mill thank
0,year sinc time  concert miss
1,back belfort  fifth element  awesom upload photo friday tonight
0,damnnnnn mama didnt know  like sorri hear
1,show   like angri beaver regret educ cartoon like
1,congress featur
1,wish nativ american  hull danc equal plaza come plenti
0,awak sick tire
0,much need laundri resort shave  wear dress mood dress tomorrow
0,sister  make feel      burnt  face
0,wish float adriat right miss
1,love song david funni  episod
1,world fair  school  amazing glad hope mean
0,mysteri slide check methodolog check   report   wait damn shake fist   horribl friday night
1,prepar interview  keep prayer
1,could
0,band meet cancel
0,slightli drown
0,hair straighten join  mcmahon  arthur celeb graveyard
0,wish     warp
1,make  chocol visit favourit music blog
0,hope follow firefli
1,exactli prayer
1,summer need hurrrrri
0,head airport hour   realli   miss home
0,tomorrow would like write twitter
1,chill tonight least
1,wonder agenc repres
0,twitter  crazi  tweet love social network overshadow awesom jolicloud shit
1,
1,bennett curri  swift concert  final
0,talk someon last week  time  site moment
1,thing know
0,
0,morn befor pack  dinner tonight  goodby paddi leav
0,ting thing name stuck head
1,watch game  orlando
0,becom  thing work make better least
1,hand clap  wisdom
0,feel sick  expect  tonight
1,kara hall   nice ring
1,true
1,know  tweet updat recommend peopl like crazi worri tweet spam
1,think noth  better  start shine
0,dont want rude       death    happen
0,press  safari beta input  select caus crash
1,
1,know
1,feel free
0,sadli robot song librari
1,havana yeah   occupi accord  exist
1,look forward  bank holiday weekend
1,could  happi final revid animorph well
0,tire  broke  good
1,tweet thank
1,cool berlin might  support might
0,starfish  face photo
1,cincinnati   come
0,unfortun find  doesnt appli   also appli    rest done
1,everyon constantli retreat would make
1,watch thank
1,kenya  burn heheheheh
1,mmmm bore watch cousin
0,still replac last night    come back pink
0,sorri suck wish help advic still studi almost done
1,love weird peopl
0,hack hope  away becaus chang password
1,aaaaaa  readi test  semuuaa thankyou
1,amaz
1,love shop bristol farm
0,bella must know slip medicin food
0,haha  rhyme actual question     remot mine  tire
1,didnt think would either
1,still plane right  california
0,dead town last  night felt noth tough
0,doesnt want   need  readi  work
1,true  discuss twitter right took surpris
0,sorri hear kristen
1,weekend
0,sorri bring back memori
0,brother descript suck
0,haha spaghetti  figur
1,thank nhltweetup
1,school  pool  home maryland tomorrow jimmi graduat school
0,sold paint villag  pune   scene littl long pond academia never  photo paint
1,thank head  thing late night  person
1,amaz choic love movi
0,twitter sometim still    magic
0,wrong mobil  today terribl slow connect
0,talk burger    tomorrow without great smile brighter
1,read rank medicin  cooki  blog  goodnight hope wonder
0,headach sore neck back face three
1,revis byron garden well  canto done
1,happi weather look perfect good countrysid walk today
1,main  secret recip time squar belov cousin
1,last time socialist communist   right alreadi
1,talk foreign compani keep hear friend
0,back citi broke school exam
1,figur want dream build
0,class almost
0,sunday night slow  head hurt spend major    reason
0,feed look shake head  clean
0,storm  afraid
1,thank alot
0,noth ever help iran give ourselv illus help iran
1,work alway watch
1,thank glad  miss wish could stay around though   well live learn
1,actual find charact limit focu think
1,thank cours    follow sparkl even
0,mosquito everywher groosss break
0,littl  headach kind feel sick
1,harri potter clip  awesomee actual beyond awesom soon store
0,wish   love money beach  mean cant miss hour
1,frank
1,sidekick  today  right yyyi also  phone  veri
1,sorri good enough
1,morn      cinnamon roll
1,jeep  comput charger back thank cheesecak  twitter
1,haha well teen  countri hard rock classic   kind
0,polish thought
0,sold
1,beaten
1,jimmi  know earli need curl front fire keep pole posit safe
1,great teen heart excit  moon  deni love robert
1,heheh  twitter
1,happi birthday hope love
1,still hurt   live though taken kane  today cross finger
0,week made  yearli high profit immedi taken know smart enough guess
1,thank beth  followfriday recommend greatli appreci
1,fulli enjoy harri potter weekend  famili
1,hello
1,could perhap comput  file look  forev need littl  studio project head
0,miss  dreamer coffe  rice milk   sacrific make child skin dash
0,hottest  ever vienna continu girl said   colour dead  tree
1,consol tourney beach hope  color
1,pretti content life    friend  outlook life
1,fiddl  grand feat mitch crow scare  amaz song
1,witti    rescu usual bring  wherev  sinc need  everi hour
1,anoth horn kitti  thank follow anyway
1,tgifriday home
0,watch gossip girl realli need millionair
1,sooooooo excit  home
0,least access work usual outdoor  interne
0,phone nokia regent street store  pick  today   sell tomorrow wait next week
0,plane board plane  overweight switch exit  peopl earli
1,thank visit post   might like seem
0,miss best friend
0,peopl  dress anymor comment guess nobodi  front theater sing danc
1,haha thank much love show  absolut amaz
0,wish  ride team
0,notic afterward immedi delet post
1,watch  moon trailer voodoo excit hurri novemb
0,vila storm break  want monsoon come quick
0,work glad tomorrow saturday
0,
1,twitter cover approv dead sexi allatwitt
0,poor babi
0,news send food cold  foggi cross atlant
0,someth wrong   someth
0,fuck life
1,leav hampton  rais promot
0,spill  cherri purs
0,need  better  shear still borrow camera
1,thank becaus  amaz tour keep  like
1,know everyth   close bloodi wale howev found  beach candyfloss
1,chicken  good love   deffinetli
1,
0,turn   champagn ceremoni record race    chang channel major panic spoil morn
0,night downtown girl   miss  anna kate  florida
0,bloodi valentin  great remind watch everi saturday  grow miss   scene though
0,must  decor father   cake parti   procrastin  longer
0,well still first grade teacher
1,sweetdream love
1,case  need good
0,slept wholli refresh hour
0,work
0,sorri whose    pari
0,nerv
1,ment  test
1,know  friend video promot
0,play mario kart fuck awesom alway come  beat everyon hate push  throw stuff
1,need stuff  worldofwarcraft
1,moon trailer  great   wait  movi mean taylor later look realli
0,noth  read   start darkhunt seri seem dgar took
0,dont know  care much  loser hope    guess
0,want  junior enough experi apprentic
0,heard   work much
0,think even come close subscript stalker
1,highli recommend join  asia earn money free sharehold dividend even noth
0,drink
0,seat  fold
0,hate team  beat point lame
1,goodnight everybodi tomorrow school    love  bless
1,enjoy first week  place
1,know bachelor work almost  spend night couch  cereal watch
1,rain
0,need   hitrecord theatr caught whole movi
1,love dinner pizzeria mother white  yogurt
0,well  cold feel like crap chinatown tonight
1,good luck everyth  great around
1,chill today look forward sunday lunch
0,school today  feel well
0,feel soon irrit  open       cancel
0,call
1,alreadi  enough today beig colleagu least   later
1,major fail sinc
0,nice  night  sleep
0,begin   hard pleas friend
1,hello everybodi quiet today anybodi miss   cours
0,sleep hate  want thing okay
0,diego need better restaur
0,sometim late  thing
1,dont  stress thing work  another especi  power prayer  know keep  head allison
1,hour  senior
1,paper forgot much like english
1,good morn  delight enlighten  fill friday
1,still  susan boyle virgin quit
1,thing look cirru
0,troubl paradis
0,talk  listen alway repli  bore repli pole  respond
1,know start kindli take recommend
1,veri   dinner raspberri rule cheesecak    good
0,sytycd think topo ashley done
0,think homework vain exist  summer
0,belli
1,show yung nicknam  babi took word siopao haha must
0,minut follow
1,girl
1,thank  keep updat   ¥ hamster
1,tanker ramon want porn
0,love second hand smoke  need pack
1,funni   lyric theã½ alreadi latest tweet
1,pick bundl  octan includ  metallica drum   onli alreadi guitar good
1,remind head bitter book chanc  awesom swap
0,find extens cord home watch  newlyw
1,onli
0,said goodby great friend yesterday hate  farewel
1,exactli  asleep  catch phone call friend sound silli
1,finish maiden half marathon today  good
0,hate smoke alon
0,yeah phone
0,felt  sick  bout  togeth  mayb help  ¥
0,real struggl satisfi everyon household time shop crazi busi
0,boost energi   want  tire awak bodi confus think
0,cook  smell good wonder linger sinc smallest
0,librari veri motiv  anybodi reason  keep work  exhaust
1,alway nice  well
1,park littl cousin birthday
1,sleepi time must wake earli draw
0,good morn  pray peopl come home today miss much
0,iknowrit
1,spent sunday insid think final  bike ride promenad thank
0,doctor  take forev  cold room jerk
0,wish internet wasnt suck could  number thing right
1,breakfast  make design  note  love
0,contact  board   miss  want  though
1,feel pain good  blow steam
0,
0,skip vacat plan stick realli need vacat  someth mind
0,kate divorc preced start shock bare  poor
0,keep guard relationship keep love
0,think  aint heard  weekend
1,picnic hyde park sunni
0,ahhhhh  nice cloth
1,north
1,also second attack death gavroach like  dynam voic
1,dream funni alway dream late mmmm
1,best friend
0,miss poppi wish   goodby miss song beauti
0,first coffeebreak week  anoth ahead
0,studi like crazi
1,prairi potluck  richard version
0,couldnt   wasnt allow pass carpet premier  still
1,manipul million  kiss  week year
1,book wicket hall  mumbai internet market seminar
0,fever headach  wors  enough light sound make want   wretch neck pain  call
1,watch grudg  love watch scari movi pitch black basement
0,half choos tonight check post twitter best move
0,
0,well guess depend take away paid work  face googl afford  starv artist
0,would ride bike  time cant
1,could   chesterfield  termin today anyon   text would appreci
1,undergrad degre show today  favourit work  year veri proud sussex  finalist
1,home share goodby dear friend christin hawaii lucki
1,band state love band state
0,stupid  keep player year team struggl sign anyon year hate
0,earli
0,summer hood sweatshirt made  dryer shrink sleev short
1,vietnam  rout pirat  includ book  proxi item
0,ergo need sleep  call work
0,annoy rain    hous
0,everyon   cool sport injuri stori twist knee play winner
0,hope  return togeth
1,babi  congratul angelo
0,hardhead  hope would improv yeah   keep feel like
1,realli wonder hard strawberri dreamer might tast like wonder  friend know
0,miss crush
0,welcom anyway
1,crust onli like good part
1,jake smith
0,cake beer poorli belli
1,html site finish basic updat left post establish plot  canon charact come join
1,chuck  greatest show earth love haha well good
0,piss     enough  reveng    home mwahahaha
1,realli still light amaz miss
0,didnt steal twilight book noooooooo
1,check mail  read lengthi complic articl bout work  check mail
1,thank refresh hear someth like everi
0,spoken
0,play  mario kart lame need game someth
1,break excit full servic tour ahhhhhhh jabbawockeez
1,haha yeah download sound great
0,link privat page flickr
0,realli month sinc last went camp succumb  stranglehold citi
0,want
1,float coal river
0,darn fast make  work tomorrow
1,yorrrrk
1,beat anytim
1,check diner guess music play background everyth want  love georg michael
1,caught scan  week popcorn super friendli  film remind
1,liturgi green avatar pray iran iranelect found
0,class dont feel good write essay later
1,love life today
0,probabl miss chuckmemonday tonight
0,know need right exactli need motto onli lime mint
1,littl drunk warm close
1,insan realli miss  sure
1,still
1,feel bone shoulder
1,problem thank mine later
1,make account
1,ship laker  nugget
1,ryan love wish  littl longer want read
1,would  sweet know days   like  vegan mapl  chanc
1,latin beach listen special made playlist
0,feel kind sick hope supernatur make feel better
1,ladi gaga  paparrazi video fuck insa good geniu
1,know    help  matur level year
1,good morn sunshin hope great  pray  sheer grace merci flow  love
0,juku twin even though
1,love stand much   mail yesterday excit thank autograph
1,veri welcom gray    young buck
0,modem  need replac work right appar reason like last long
1,watch play flute along
1,someth beauti want share tweet friend
0,neck stiff huhuhuhu guess took wrong sleep posit
1,bought whole  nice thing includ  pumpkin meta sandwich
1,hour damn heard liam gallagh phone
1,wonder thing done today feel excit stress improv
1,never  phone palm    smash back phone
0,onli tuesday
0,four month long time without basketbal
1,prepar jensen  post
1,somewher call  scrum onli year  hardli worth mention
1,thank follow nice collabor instructor
0,carolin come  juli  suppos tomorrow
0,watch food channel crop  chef accid  salt instead sugar  desert dish  tast test first
1,shine window directli face   sunshin lift spirit within
1,like brilliant made
0,work  pain belli
1,good lunch although gave bake bean rather green bean true sell everyth
1,refer  feel beta cheetah
1,cant thank enough
1,whoop shirt arriv
0,need  watch
0,feel head sound partial fault becaus luton haha sorri jayron
1,sinc internet  take time learn random stuff    thank   ipod
1,depend toler level besid  food peac
0,think test ralli yaman paranoid   cough hold sinc    fever
0,cold
0,firmli believ worst part work  wait public transport bore
1,joke subscrib  myspace  mdadinosaur tone  press   joke  brought  coca cola
0,howarew feel reallllllllli sick
1,welcom enjoy
0,must onli person left planet still visit strobelight page
0,find softbal
0,sick edit even halfway
1,love make soon happi
1,cheer miley wrong
1,total hour  today   much need break
0,work
0,pack suck
0,kill roach
1,smell sweet soil snow wind
1,contrast   wait season
1,sweet thank much
0,tire could  sleep late   studi
0,avoid vomit
0,miss civil
0,ahhhhhhhhhh drop printer driveway dead
1,good morn rock doodle
1,look babi pictur
0,break news   friend  grey hair scari probabl fault frankli intoler compani
1,thank  anoth visit file    good hear
1,final finish tire phone sleep night twitter
1,could happen take care prestonlow
1,brittani
1,tomorrow offici senior
1,listen  jason morant  heard long  choke
0,would  alreadi strip  hope nice tomorrow beach visit
1,good  shane danni come tonight
1,remind
1,also deep  explor guess everyth part  univers star moon planet abov
0,went   realli good movi pull heart string highli recommend
1,interest
0,want   condit friday
0,anyth
1,haha  horn kitti
0,lost tiffani necklac somewher work home  could
1,attack spring safe
1,london  hack studio  shit done
0,circumst     thing seagul chick border obsess
1,realli love benjamin button
1,well      town
1,good morn fairi today good morn
1,love brandi
0,first start thought twitter  block account someth felt veri alon
0,hope   manag catch glad feel better
0,hate stupid
1,focu code hard  much sunshin allergi withstand want  play mess   camera
1,watch britain  talent
1,good luck vote
0,realli hurt
1,thank
0,sunburnt knee funni  sting later   though
1,hello gain contrast good night sleep novella finish
