LABEL,sentences
1,<s> rerkaizen vi tubilino maybe tomorrow able spend time http </s>
1,<s> day voodoo </s>
0,<s> teekdafreekcxc nah im 18 lol club cant drink da bar yet lol </s>
1,<s> haha sound like youre much fun careful </s>
0,<s> hate go home absolutely gutted </s>
0,<s> bencusick92 pad josh decide finally reply stupid phone loudly sing forget haha x </s>
0,<s> happy fuck father day </s>
0,<s> kasiafink mom mexico right chance get cake time soon </s>
0,<s> sad karma http </s>
0,<s> hahahaa think army </s>
0,<s> oh server die support onto though </s>
0,<s> catherine hardwicke talk taylor twilight make little sad direct new moon http </s>
0,<s> also might get new iphone new software bite crap old 2g one </s>
0,<s> zimnla welcome sadly ca even read lol computer wo open tinyurl reason </s>
1,<s> middleton german secret lair </s>
0,<s> pinboardblog low blow </s>
0,<s> lovekikiii wake awful youuuuuu </s>
1,<s> hansonmusic http zac look sad okay smile deserve </s>
0,<s> office handyman rebuild sink house </s>
1,<s> im back wow take long time lvaro </s>
1,<s> fashionchalet anytime </s>
0,<s> tommcfly thats good cause harder get answer </s>
1,<s> get true blood fix sleep </s>
1,<s> first auction </s>
1,<s> ceoltoir never late appreciate suggestions get thank </s>
1,<s> 619writerscript love like point involve game development </s>
1,<s> stewart baby something need concentrate would wide awake demand attention </s>
1,<s> gonna go home somefink eat soon </s>
0,<s> fuller right kinda </s>
0,<s> well disappoint star lately didnt win last nights britains get talent final want go live show see </s>
1,<s> wait weekend get beach cross finger nice weather </s>
1,<s> mizzdangerous easy treat people treat u work </s>
1,<s> yay halfway week already sleepy 10am </s>
1,<s> rhettroberts http wow stun lush love </s>
1,<s> treacherous lol get sleep time 4am till noon haha sleep schedule always different site lol </s>
0,<s> watch rain come wash </s>
1,<s> chasityromero go haha </s>
1,<s> bore need motivate look redemption </s>
0,<s> ga motivation run away miss could right really </s>
0,<s> wake crappy sunday study play basketball weather sup </s>
0,<s> fan outer run time run lag bf clean id money new one </s>
1,<s> swift wear sunday </s>
0,<s> dont get ticket pay 2 weeks mma go quot federal pound ass prison quot mid </s>
1,<s> band melodic dark metal cover rainbow connection awesome </s>
1,<s> mum make deal find two article lcs essay grocery shop victorious </s>
1,<s> annwhit welcome back miss </s>
1,<s> okay back music theaters tweet u later </s>
0,<s> shift movie 1 trap ash shift movie 2 haunt molly harley bad new friday 13th worse </s>
1,<s> lefigaro good luck maths today </s>
0,<s> school bore get free realms account miss greenwood teachers staff </s>
0,<s> bore wan na go friends </s>
1,<s> day think die bore good news two weeks fly turkey </s>
1,<s> send beers big driver real life lol always fun exchange virtual beers </s>
0,<s> georgefiddler lucky umn address exist forever students staff lucky </s>
1,<s> saw baby church cute </s>
0,<s> keep ticket heartbeat could way </s>
0,<s> player die sorry </s>
1,<s> dannymcfly brazil love danny </s>
1,<s> wish iphone violate vibratey get mind gutter </s>
1,<s> really like look salmon amp anchor butter terrain masterchef must try </s>
0,<s> annelizabeth84 soo jealous wish </s>
1,<s> mobster3000 good question think go wellington town bring real ale </s>
0,<s> clergy shit day shit people shit food stick inside shit office even go outside day </s>
1,<s> fault need say sorry </s>
0,<s> happy midsummers eve whatever say want ben amp jerry </s>
1,<s> jewel john brook chuck butler call cradle robber </s>
0,<s> sad best friends go home oz tomorrow better start save afford go perth 18 months time </s>
1,<s> ha find contact page plugin swgapolitics one less thing custom build </s>
1,<s> kind big deal well accord lips anyway </s>
1,<s> assignments dumb hate art </s>
0,<s> bore red hair wan na go back blonde </s>
0,<s> bendaubney soon find small component mp3 make possible </s>
1,<s> primeroguero need someone walk dog cause free </s>
1,<s> dannsimmons play nia hd yet nokia fancy new samsung gorgeous screen faster syrian </s>
1,<s> aristotlemusic see minutes honey ca wait join </s>
1,<s> mcflyboards knight shin armour </s>
1,<s> candacecbure relate total pinkberry addict soooooooo dummy </s>
1,<s> marco sit winners think good old days </s>
0,<s> man excite back work sick long nothing </s>
1,<s> need lose weigh gym </s>
1,<s> sunny amp luv wash truck bikini bottom make redneck democrat </s>
0,<s> melissainphx jealous proud alone last long could get anyone talk </s>
0,<s> peter wo quiet </s>
0,<s> dog die fuck lucky miss ya cody finest malemute ever </s>
0,<s> still depress feline fussball another trip vet tmr see do worry even cover </s>
0,<s> salmon www great go next week make sure </s>
0,<s> shushhh girl shut lips reaaaallly miss flower algernon right </s>
1,<s> love haters </s>
1,<s> mizzvegas thank </s>
1,<s> ok basically empty bank account vip party make video shortly </s>
0,<s> dont wan na play netball </s>
1,<s> chip spare rib stir fry vegas dinner ca wait starve </s>
1,<s> misc soup superstar sonic youth amp new magazines life feel good tonight </s>
0,<s> back mall brandon lil aaaaaa gh feel really cautious lightheadedddd </s>
0,<s> essence1 playstation available tho even would play </s>
0,<s> aghhhhhhagahghahghaghag cant get melissa whitelaws party saturday wwwaaaaaaaa </s>
0,<s> disrupt sleep due worry result tomorrow </s>
0,<s> mrsmcflygrimmy note didnt get </s>
0,<s> work hard aoc single download </s>
0,<s> phoenixpwns sorry couldnt make work </s>
1,<s> learn taxi etiquette quick </s>
1,<s> go sleep yeah bone nuit </s>
0,<s> fifleaona work room middle office thus windows call programmer cave imagine sky </s>
1,<s> add website keep better update </s>
0,<s> anorthernsoul ah guess sorry </s>
1,<s> gizelleramos hope get better hope get better hope get better hope get better hope get better hope better </s>
0,<s> need religion assignment school </s>
1,<s> north beach hang neighborhood long nothing change since use go school around fun </s>
0,<s> dang look like get work early </s>
0,<s> mikebutcher get work let know pain give however time ago </s>
0,<s> office cold forget bring jacket </s>
1,<s> alexmetric hello sir ca wait time podcast love new single peace e http </s>
0,<s> uh oh bad news metro train crash 2 dead http </s>
1,<s> seek bytterflykissx2 </s>
0,<s> communitycoffee please tell go start sell miss community work keirin machine </s>
1,<s> wow soon able text assume </s>
1,<s> nice weekend sun shin holland dinner amp drink beach family </s>
0,<s> meryreino really awesome im mad cup followers r go take breath </s>
1,<s> crashypoo haha shut </s>
1,<s> jenisecook articulatebrian think perpetuate game issue oops read old tweet first back history </s>
1,<s> downfall actually think read little silo rant figure kill suggest </s>
1,<s> thank thank thank </s>
0,<s> like whole new level </s>
0,<s> aaaaaaaaahhhhhhhh hair mess </s>
0,<s> such ear hurt </s>
0,<s> teeth hurt </s>
1,<s> go home gon na rent movie middle </s>
1,<s> oh forget follow friday case one person hairdryer complete legend </s>
1,<s> hi name ani mr fan since give hug mr fan old new merchant </s>
0,<s> look forward consume salty foods without float effect get tire human balloon </s>
1,<s> monday like quot man quot day miss weekend already </s>
1,<s> wake long prom night </s>
1,<s> way see disneys new quot quot movie listen alt metal isnt masculine balance dont know </s>
0,<s> last day six fall salon miss younger family fb </s>
1,<s> sherinegamal doubt </s>
1,<s> test twitter obviously </s>
0,<s> 10th drive lesson yet still hat </s>
0,<s> iheartbeans hey know mean one weeks im sorry </s>
1,<s> soospecial still wait picture suppose say quot pose shaundrie quot </s>
1,<s> thatoneguy har har </s>
1,<s> ì arnold kim say arnoldkim sorry video chat next iphone </s>
0,<s> ear phone jus break dan salty heck </s>
0,<s> debbiefletcher really want congo nobody seem like idea though haha </s>
0,<s> pookthy itunes </s>
0,<s> heypaisley gun know sad poor little asian baby </s>
0,<s> 3rd visit doctor give shoot butt aaaa </s>
1,<s> meggiemouse go 40 hours say computer phone last week didnt care </s>
0,<s> danmattia imo youre winter keep awake go read </s>
1,<s> finish button lobby board quot ball quot daniel laura http </s>
0,<s> really see come </s>
0,<s> really sorry able get online today </s>
1,<s> gheelovesyou good see beautiful </s>
0,<s> hey mike apparently miss tweet sorry loss weekend beautiful long enough though lol </s>
0,<s> look like ill go att 2day maybe ill leave new toy mmm </s>
0,<s> wake back suck happen feel old </s>
0,<s> kirstiealley nice try answer also write people nobody answer feel good </s>
1,<s> joseph0604 im also follow stephen fry michael sheen legit </s>
1,<s> pamderamus make 2 us hope great weekend </s>
1,<s> makikigirl nothing crazy girl count lol tupperware without tupperware get show n tell enhancements </s>
0,<s> really need clean apartment </s>
1,<s> erikaengle thank </s>
1,<s> presse cafe sisterhood </s>
0,<s> gland sore face rotten single </s>
1,<s> hannahfaulkes fine thank rain heavily plant tree get good drink </s>
0,<s> hoaaaaaaaaaaaaa fuck day </s>
0,<s> glad sub win gt sunburnt spend long beach </s>
1,<s> ca tomorrow dollhouse amaze lt 3 best show far </s>
1,<s> yay photo show </s>
0,<s> dunkndisorderly note twitter magnet </s>
1,<s> karleigh ca wait amp katie always end best interview </s>
0,<s> aponline miss show </s>
1,<s> retrorewind www great guy joe </s>
1,<s> say get canon 5d mark2 </s>
1,<s> bifferlicious good morning food </s>
0,<s> get fuck exam tomorrow watch news iranelection right bullshitters gun id shoot x </s>
1,<s> another season house come last season </s>
0,<s> chrisvanpatten vacation mb pro </s>
1,<s> good </s>
1,<s> diversitybgt wow first facebook twitter paradise look hope enjoy time live tour come saturday </s>
1,<s> greeneyedjessie good im love germany get ta come next summer one big vac miss guy </s>
0,<s> find awesome community livejournal gossip girl clothe stuff voodoo expensive though </s>
0,<s> littlefishey hate section best cilia johnson voice quot talk oneself ones achievements quot </s>
0,<s> pinksandi downstairs des warehouse find still hire wont get topshop discount though </s>
1,<s> nicbrewer cool im watch josh green sing love voice </s>
1,<s> http </s>
0,<s> do task continue study </s>
0,<s> tire hungry hate get lab work do especially require eat ca wait til </s>
0,<s> seriously burn ban go cause get rain cant breathe </s>
1,<s> ah listen song jonas brothers gay inseparable remind young aha still hate </s>
0,<s> darealamberrose baby right cheat ya </s>
1,<s> brother best give house warm present grey goose better picture frame plant </s>
1,<s> bake chocolate melt cake rich chocolate anybody want </s>
0,<s> quot ride quot </s>
1,<s> good morning twitter </s>
1,<s> work work play guitar sing photoshop twin around normal monday </s>
0,<s> cookiethief3 yea bt u </s>
1,<s> longest short week ever gif yay four days nothing plan first mean nothing foot </s>
1,<s> look forward wake amp play baby princess tomorrow love baby store summer </s>
0,<s> horrible think joe wont pick actually go show </s>
1,<s> fuzzy u iphone lol out school tonight um pretty random btw make another vid soon </s>
0,<s> london get five shots today felt terrible miserable shots root canal </s>
1,<s> cooled117 good luck wish u really cant wait ur new album believe amaze love </s>
0,<s> like 6 go back sleep </s>
1,<s> finally work press button g1 headset twice skip next random song take 7 months </s>
1,<s> want mileycyrus come malaysia awesome haha come read http </s>
1,<s> 4christinarenee lens chihuahua say quot thank much buff quot </s>
1,<s> beaaaautiful man haha </s>
1,<s> everyone leave tonight think drink guy train </s>
1,<s> fagunbhavsar haha come sometime speak for total authentic well accent </s>
1,<s> catcher1 thank recommend </s>
1,<s> ianrobinson seem first wwd trip learn prepare next wwd trip expensive lesson </s>
0,<s> dannywood really feel fact link solo opp yet 3 bomb albums man much good music </s>
0,<s> legality ca find </s>
1,<s> watch king hill right hilarious </s>
0,<s> wish hawaii </s>
0,<s> everyone get bad days barry rito tend whole lot rest us better luck next time barry </s>
1,<s> nice want go roast something weather quit weird salad home </s>
0,<s> sleepy draw dont feel good girl stuff suck chat girls </s>
0,<s> early drive jake work </s>
1,<s> noahbond good grief ca say much drive home martin ike last fall interest hear say </s>
0,<s> squarespace lucky give </s>
1,<s> leticiaah thank post link gizmodo stuff create send </s>
0,<s> headache </s>
0,<s> heavesighs poor thing bless heart </s>
0,<s> sleep today work sit amp sun need conference officially start afternoon </s>
1,<s> love dog ther test puppies ever alive maybe ill try put pic </s>
0,<s> back home stonehenge enjoy 1st peaceful hrs get injure herd drunken idiots think invisible </s>
1,<s> ally would first certainly last </s>
1,<s> andysowards haha yeah know go good see back feel better usual work hard hardly work </s>
1,<s> andy roddick advance round 4 gon na meet monies next interest </s>
1,<s> good morning </s>
1,<s> record self esteem back normal self </s>
1,<s> zoziekins always misjudge potency vodka hoop see fail </s>
0,<s> gv dam know enough generations oppress students must felt way </s>
0,<s> vendorprisey yup worry could virus relate evidently </s>
0,<s> intro project stuff watch </s>
0,<s> morning whats occur twitter counter try since yes 2 block undesirable </s>
1,<s> lol turn phone </s>
1,<s> scrape6o8 get 100 followers day use add everyone train pay vip </s>
1,<s> gerdiend woman hope relax monday cu later sunny monday westerkerk </s>
0,<s> lemon dark kitchen right get decent picture take picture morning midnight </s>
1,<s> http hi visit country nice pics tell send pics tell email </s>
1,<s> chasingphoto hilarious appendages list thank </s>
1,<s> chrispallett presence mean live </s>
0,<s> didnt get enough sleep las night refuse go doctor 9 morning count get sowwiiiee mum </s>
0,<s> twitsaver work pc </s>
1,<s> killer4 shall try thank suggestion </s>
1,<s> nsw ca wait game 2 first ever origin game see live </s>
1,<s> davidarchie great movie see </s>
1,<s> yay food kay boston fine take four different medications amp sort steroid </s>
0,<s> attempt write review thing book read eng class lame book get cool one damn none </s>
1,<s> take quiz twist website </s>
0,<s> really still worth mean wish tell </s>
0,<s> mma www worry summer soon </s>
1,<s> really good day everybody </s>
1,<s> neverrrr love someone way login </s>
0,<s> critikthedj lol know right hhh wish ca miss work get everything ready students graduation friday </s>
0,<s> fell scrap knee </s>
1,<s> sandiego set good example think gon na hit hay talk tomorrow hope clumsy cunning captain </s>
0,<s> vegas swell back work </s>
0,<s> work seed kitchen wait poo outside although think try tell need go didnt realize </s>
1,<s> yh process wonderful movie watch especially bbf smith sue start good luck </s>
1,<s> happy mother day gr8 day kid amp mum </s>
1,<s> shartlesville beccalovesbooks thank empathy back film sinus rise sinufix much better </s>
0,<s> slowly get better </s>
1,<s> power think actor early 20s look ago divine though </s>
0,<s> really upset allison win top model </s>
1,<s> crazyfirebolt hey ur trip go far jam phelps one wesley twin go paris maybe meet haha </s>
1,<s> lupus great day time catch things routine followfriday </s>
0,<s> pressure dump ppc map get intel base ones constantly increase gt ruebelliard brussels </s>
0,<s> one days really want work home crap </s>
1,<s> barney dinosaur imagination people think die drug constitution </s>
0,<s> swineshead probably closer location anyway get better chance b start </s>
1,<s> best thing days get away take floppy floppies run around venue </s>
1,<s> dazzlemethis tuesday would great need thursday latest than </s>
0,<s> rain yard sale call day 4 oh well always tomorrow </s>
0,<s> dad would home amp trust also think dramatic aaaaaa dad may infect </s>
1,<s> eat soon haha </s>
1,<s> hey tweet get ta run amp get coffee hear call 10 miles away tweet ya later folks happy friday amp happy weekend </s>
0,<s> do work do cant go home </s>
0,<s> blueindauk il b able 2uk window 2mo haha aint gun tho rain rain go awaaayyyyy x </s>
1,<s> curate sure able regret predictor dv natural language search engine necessarily make quant work redundant </s>
1,<s> waynerobinson bonus followfriday nickswisher </s>
1,<s> ah im tire cant wont go sleep </s>
1,<s> im back home cook camp </s>
1,<s> daily struggle try see go </s>
1,<s> 4 yr old ask bone make chickens lol </s>
1,<s> martinamcbride figure mine every chance get </s>
1,<s> feel like roadtripping vegas let go series </s>
0,<s> work </s>
1,<s> awwwwwwwwwwwwwwwwhhhhhhhhh 1000 update </s>
0,<s> sound delicious </s>
0,<s> good race today couple break get catch front group 4 5 lap get tactics wrong finish pack </s>
0,<s> 29 days school count get june 26 </s>
0,<s> huge headache ca miss school though </s>
1,<s> life really good </s>
0,<s> move home within 6 minutes today office </s>
0,<s> listen music memories </s>
1,<s> mickcornett take video see earth afternoon wolverine come bet good choice </s>
0,<s> explodedsoda may dense male twinkle einer sandwich </s>
1,<s> shahidkapoor release around july10 get best gift </s>
0,<s> middle nowhere really bad reception meet get difficult </s>
1,<s> verge sphere ga release configure cluster </s>
1,<s> lead hopefully light candle see </s>
1,<s> kimscriven thank kim try every </s>
1,<s> love since months ago </s>
1,<s> mawbooks also vote catch fire </s>
0,<s> yayayay ice cream truck come house bad decision choose spongebob ice cream though tasty look </s>
1,<s> jodymal yep seem work less feature really need fancy need something work </s>
1,<s> paigeclay haha stupid good answer give best thing fight laugh like u </s>
1,<s> excite tomorrow daddy take shop day tell find perfect dress aaahhhhhhh im excite </s>
0,<s> wish could download silent new version excellent shortwave log unfortunately download link seem invisible </s>
0,<s> uberproject date year work date </s>
0,<s> level ur major im </s>
0,<s> evil poorly http </s>
1,<s> h0area hey ya twitter </s>
0,<s> lip02x oh man suck hop go school happy tomorrow else wo good hhh </s>
1,<s> yay survive rundown marathon apply quot counterpart quot </s>
1,<s> fake tan yet </s>
1,<s> change mi pic bore last one </s>
1,<s> djspanky u say mine lay lap dont problems shes good puppy </s>
1,<s> look like tom gon na win good job keep vote pick top 100 xx </s>
0,<s> twitter fast psp </s>
0,<s> never sad glad </s>
0,<s> cant stop think u love first sight mistake sure love move back fiancee </s>
0,<s> well back sleep </s>
0,<s> angry sunshinerocker never answer mmff </s>
1,<s> come button hamilton hopefully championship bag </s>
1,<s> freelancerant back dead indeed mission thank followfriday love </s>
0,<s> kuwxlady125 omg r u ok physically </s>
0,<s> rattielovers omg think could serious damn take asap </s>
1,<s> feel love thank prop rbs amp reply lisaworld doreenatdms ttimechitchat pi http </s>
1,<s> good morning </s>
0,<s> lazy today read paper </s>
0,<s> join twitter one follow </s>
1,<s> watch http http simultaneously </s>
0,<s> wish money go friday game </s>
1,<s> go min with may friends how cool </s>
1,<s> 500th update tweet tweet </s>
0,<s> pillow smell like coffee </s>
1,<s> pauliecooks quit smoke september saw lose pound eh eh eh </s>
1,<s> finish watch hill finale last episode lauren watch mtv movie award finally </s>
0,<s> draganababy sympathize work tomorrow </s>
1,<s> cleaninggirl g long u know gon na happen suppose fine auth talk kill tea amp best </s>
0,<s> sisters laws house car tree get hit lightning last night aint shit lol news www sorry </s>
1,<s> guess fun toy favourite book kid old atlas site awesome </s>
1,<s> go home go buy something diana http </s>
1,<s> look forward sunday weather warm sunny </s>
0,<s> say book http </s>
1,<s> jennaleight neighbour might give good view lol </s>
0,<s> tinalaroo spend last five hours try pack clothe still close </s>
0,<s> thank god tomorrow day although get 8 9 revise </s>
0,<s> battery run still 2 hours board double </s>
1,<s> okay im bedfordshire watch harry potter prisoner azkaban night night oh yea ive beat load time hmm x </s>
1,<s> song day quot wrong alright quot michael johns miss guy lol </s>
1,<s> allabtanimation http shall update happen </s>
1,<s> go eat faiths glad stick work tonight even though would fun tear </s>
0,<s> tedmurphy crazy </s>
0,<s> make official go edc summer </s>
0,<s> gh pack suck </s>
0,<s> omg watch clip bet michaels tons hope okay </s>
1,<s> hestheitboy hi gil </s>
1,<s> jammedhands good episode love galore girls </s>
1,<s> thehollyjohnson excellent choice fantastic song shall send quot prop quot way </s>
1,<s> gon na catch movie angels amp demons tonight ca wait </s>
0,<s> oh btw dont reply ill get texts wed </s>
0,<s> maynardcomau boy think know better </s>
0,<s> bomb lego batman sell </s>
0,<s> really want go disneyland bad miss kid </s>
0,<s> someone make cofffeeeeeee </s>
1,<s> lay gon na ride bike </s>
1,<s> past 2 weeks try help mom find song observe finally tonight justin nozuka good </s>
0,<s> hanshillen use voiceover know also native os x keystone escape right </s>
0,<s> really really really miss cowboy </s>
0,<s> ok get ta hit sack 3am london time get ta gym tomorrow six pack still bury keg </s>
1,<s> roxerally alright hun hope get sleep </s>
1,<s> myinnersexygirl good morning see </s>
0,<s> apart67 lol new finger joint would help tho </s>
1,<s> finish pack kid bag bonnaroo 9 days leave till hit road count anything fb </s>
1,<s> techconclave sure wrong get spin wheel nothing happen sure yt pm info </s>
0,<s> zackalltimelow hell would people make fun back literally post right </s>
0,<s> http cry puppy hug </s>
0,<s> change poppy paper 3am zone decide great time poop traumatize life </s>
0,<s> heart shatter million little piece </s>
0,<s> nice morning walk breeze clear sky still do tax </s>
1,<s> omg 26 days hose dont no thats michael jackson string london show ahhhhhh away </s>
0,<s> followers lol suck </s>
1,<s> get bed today to sunday pool party madison hitter ca open sunday pres full moon voodoo tonight lv </s>
1,<s> question day exotic city indonesia want visit </s>
1,<s> wow long weekend finally home relax movie </s>
0,<s> commit lunchtime yet squarespace </s>
0,<s> half hour get hot outside oh jeeeeeeeze gon na around 80 f tomorrow fail </s>
1,<s> way cousin debut </s>
1,<s> ooh prototype little week fuck yeah </s>
0,<s> shop things all need want get fossils tomorrow </s>
1,<s> ashleymoran yeah go get really bore listen voice </s>
0,<s> fantastic get clean look cool shiny xd dragon </s>
0,<s> finger stop bleed please ca play juno </s>
0,<s> migraine still lay think cat race around house hungry dq rap sunday hmm http </s>
1,<s> martianlove dang feel part community thank new follower good insight appreciate </s>
0,<s> william girl n greeeeeeezy </s>
1,<s> hey hey wan na rockstar hey hey wan na rockstar </s>
1,<s> want dougiwmcfly shout cause bluff muffin xd haha </s>
1,<s> back flood manila pinatubo cloudy grizzly weather still beautiful http </s>
1,<s> like boom boom pow </s>
1,<s> officially put together epic playlist road trip jersey tomorrow </s>
1,<s> go movies see 17 </s>
0,<s> alarm didnt go miss flight morning wait three hrs airport next one </s>
0,<s> goodtimesaregon yeah go change password say old one wrong someonechangedit im afraid 2 log </s>
0,<s> tennisetviola em be man name duchies sorry </s>
0,<s> fill two hours </s>
1,<s> mynameisforge crazy without story </s>
0,<s> little kid really really annoy </s>
0,<s> spleen ha ha much better man although good databases school </s>
0,<s> ca even watch hill cup cable buttttttt watch online yay </s>
1,<s> david archuleta touch hand love really </s>
0,<s> feel like im get omg swear productive bang head brick wall cry </s>
0,<s> original weather wet thunder storm 15 degrees calcium today crappy see long weekend </s>
0,<s> say cry hard last night eye hurt http </s>
1,<s> watch 106 park jeremy cute </s>
1,<s> gooooooddddd sunday afternoon twig baby </s>
1,<s> go bed xx </s>
1,<s> thank </s>
0,<s> oh god may ned victims rip </s>
0,<s> everyone ones get ruin include mine </s>
1,<s> jessimikaaaa hungry jack pavlova </s>
1,<s> lovato btw come summer tour demi </s>
1,<s> morning everyone </s>
0,<s> want brother home play sims 3 </s>
1,<s> robinleaf thank check terminator website let know question happy chat </s>
1,<s> happy mother day mom </s>
0,<s> camp rucksack air buy tent definitely discussion ca big easy carry </s>
0,<s> wake nap feel foggy pleasant feel still instantly tire summer man </s>
0,<s> do one past paper another 5 mins </s>
1,<s> umahameed lucky girl say hi big ben please </s>
1,<s> tonight good chat amaze love girls </s>
1,<s> lisamariemary well hello glad pop twitter stream </s>
1,<s> remembermeninab haha nice check dm send yesterday get </s>
0,<s> sarahsaner spirit send energy get 2 take one dog vet amp go 2 work gh </s>
1,<s> get ready work </s>
1,<s> http best work haircut </s>
1,<s> get ta give em credit morning daylight login </s>
0,<s> seemouserun try jump without trampoline like thus thus eat cookie http </s>
1,<s> cindaily uh one </s>
0,<s> catch paperwork </s>
0,<s> want teddy graham </s>
0,<s> way dallas 2 have hours leave </s>
1,<s> webaddict johnny carson didnt want jay lens show im sure turn grave conan </s>
0,<s> overwhelm speak englisch page language understand </s>
1,<s> mmmbennodacock ca believe actually follow ask officially idol love username </s>
1,<s> aaaaaa fat really like pleasant plump </s>
1,<s> bertadp stay home lunch think place hope see ya </s>
1,<s> mrsrrc hot sexy ass actor mmmm dummy </s>
0,<s> wake really bad sore throat hope get sick right leave go college </s>
0,<s> walk home allison key </s>
1,<s> chargerjenn glad hear dave better wait tuesday show wednesday morning </s>
0,<s> tallwasp plan go bed invite alas already read bed </s>
1,<s> good morning </s>
0,<s> want pittsburgh </s>
1,<s> tommcfly maybe invite rest band sleep haha think tire show well goodninght tom </s>
1,<s> sandrarzo1 haha ok ill let know head </s>
1,<s> menu19 brand coffee please send need badly </s>
0,<s> quot know still feel alone quot </s>
1,<s> jennifer www yes itsneet good update u miss tweet </s>
1,<s> mmitchelldaviss amaze love little show ellen </s>
1,<s> www iamdiddy wrong smile god bless oxo </s>
1,<s> tanisharenee08 proud u </s>
1,<s> give friend excellent advice laugh </s>
1,<s> quot boy try change life better quot bring </s>
0,<s> much happier rain sun dun like thunder </s>
0,<s> idiot totally forget tape harper island sunday night </s>
0,<s> sleep pitch miss honey bun munchkin butt o529o9 </s>
1,<s> layman3 think believe never use </s>
0,<s> blevisthename test r u okay </s>
1,<s> onihdiwb olivia write lol </s>
1,<s> laga like read really awesome get one contact </s>
1,<s> kris hello back twitter senior </s>
0,<s> find van 2 send 2 dealer hope get back week miss odyssey </s>
0,<s> ks dust go la cruz flint hill kill 2nd tire bike </s>
1,<s> melt pot happy hour summ hope get bad gas cheese n beer lol </s>
0,<s> monday blue </s>
0,<s> superuber7 ps cornell stay bag whole bonnaroo fail </s>
1,<s> allenbenjamin gon na around summer let ya try </s>
1,<s> radioplay http yay 41 have dmy </s>
0,<s> ok wan na traitor humanity anything one whole world isnt like heat </s>
1,<s> ashdonaldson look plank opp hop sophystar nice spare room cumberland need </s>
1,<s> huwstephens one twitter useful </s>
1,<s>  </s>
1,<s> baby get back </s>
0,<s> stiiilllll ill </s>
0,<s> someone break car last night break side window </s>
1,<s> keep us fair </s>
0,<s> mahogany85 would feel asleep </s>
0,<s> another late night time research dissertation topics think one friday </s>
1,<s> dexterouslady next best thing bore bore able share people twitter </s>
0,<s> time head back home business do </s>
0,<s> gutted prison break end </s>
0,<s> sad playlists fit baby need new ipod longest time one actually hold songs </s>
1,<s> go church toni </s>
1,<s> twitpic come handy </s>
1,<s> haha love quot soup quot great </s>
0,<s> dude ya cant get ur money back ticket even sell ill send money im gutted cant go </s>
1,<s> go take dog yogi little walk sabbath back garden till 4pm get ready work day al plan </s>
0,<s> look like someone case monday back work </s>
1,<s> decker509 haha maybe fabulous </s>
1,<s> serious hahahaaa </s>
1,<s> get http big things come miss tweet come stay post </s>
1,<s> cant wait daily show tonight </s>
1,<s> steveplunkett hey need car dm address </s>
0,<s> saschaillyvich guess mean either stories huh </s>
0,<s> everyone n amp n lovely doctor ever look like tell </s>
0,<s> love music much go pain play side finger feel sisters play much </s>
1,<s> themacgirl place like sing old ky home feel better </s>
1,<s> flight back ny tonight aka flight back work best vacation far </s>
1,<s> bank woo woo love work friday nights work morning </s>
1,<s> omg im already miss u guy hug </s>
0,<s> carmaki miss zombie walk always next year though right </s>
1,<s> happy mother day mother mom get special gift today </s>
0,<s> heart sad rob </s>
1,<s> pure soft http </s>
1,<s> theories hope really cut guy sit </s>
1,<s> hccmorrisville vegas men retreat great idea </s>
0,<s> read go back sch next wk long days ahead daily </s>
1,<s> catrocketship ball chain shrew partner governor apply </s>
1,<s> lisaherrity fan feel tactic amaze show full circus act well pics follow fb kid ye old youtube </s>
0,<s> hope dot die eastenders </s>
1,<s> almost 50 followers two twiparty </s>
0,<s> hayfever sufferers feel pain today good day us lol </s>
0,<s> spill amp everywhere </s>
1,<s> lose title poophead </s>
0,<s> misspear hear ya ca sleep either fuck sun </s>
1,<s> unreal haha would love definately go view </s>
0,<s> officially break </s>
0,<s> mazziez easy </s>
0,<s> work election drive round check judge equip sick much fun healthy </s>
1,<s> dragonflylsu yay panda look sushi menu dinner way home </s>
0,<s> jazzyyyyyy miss box </s>
1,<s> already use mybbworld make world09 itinerary check lot update week always happen month event </s>
1,<s> markhundley crew2 toddbrink morning glad well think fun news next quot tweet quot </s>
1,<s> thelindalam email use schoolwork personal info stuff use myspace facebook </s>
0,<s> haha gatorade sound good right serve gym pe pe today </s>
1,<s> freakgoddess cancha u saw movie how remember leave religious read vince code lot learn </s>
1,<s> interest article amp link christian make money blog http </s>
1,<s> sleep law read tom econ tom attend wed anni celebrations </s>
0,<s> inaperfectworld everything would awesome people would mean freak </s>
1,<s> find new asahi pea pusher habit big bag </s>
1,<s> new computer arrive </s>
1,<s> get new haircut </s>
0,<s> iamrockpit oh sorry </s>
0,<s> back hurt need massage </s>
1,<s> sos jonas brothers old song great song </s>
0,<s> reign leave back saturday miss you best </s>
1,<s> davidgallant let see get </s>
0,<s> aah track lose rubber tip headline commute gon na suck </s>
0,<s> time work </s>
0,<s> assent lovedwoman amp indiashawn feel leave good ole gon na get dat ass beat dis train </s>
1,<s> stanmorerob well do easy thing get easier easier easier maybe tension eurovision </s>
1,<s> troymcdonald newsletter yet maybe future shall keep mind </s>
1,<s> johncmayer polyester protester quarter semester requester hope help </s>
1,<s> livintherezlife hey hey im show ya luv </s>
1,<s> crypticzinc already irc gamesurge lol poke ur head time time </s>
